name,calories,protein,carbs,fat,sugar,benefits,cons,advice
hotdog,383,16.4,28.5,23.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
french fries burger king,207,2.4,28.6,9.2,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
original taco with beef cheese lettuce taco bell,158,6.1,13.7,8.8,0.6,Contains nutrition,Depends on quantity,Maintain balanced diet
hotdog with chili,296,13.5,31.3,13.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken crispy wings kentucky fried chicken,148,9.2,5.1,10.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
egg white delight mcdonalds,250,0.0,0.0,16.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
french toast sticks burger king,73,1.3,8.7,3.7,2.1,Contains nutrition,Depends on quantity,Maintain balanced diet
mcchicken mcdonalds,358,13.7,36.6,17.3,4.7,Contains nutrition,Depends on quantity,Maintain balanced diet
nachos supreme taco bell,480,14.8,45.0,26.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
crispy chicken wing kentucky fried chicken,104,12.6,1.3,5.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken strips burger king,105,6.6,7.4,5.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
crispy chicken breast kentucky fried chicken,214,38.2,0.4,6.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sausage biscuit mcdonalds,440,11.3,31.8,29.7,2.3,Contains nutrition,Depends on quantity,Maintain balanced diet
sausage burrito mcdonalds,339,13.0,24.2,17.1,1.4,Contains nutrition,Depends on quantity,Maintain balanced diet
onion rings fried,27,0.3,2.8,1.6,0.4,Contains nutrition,Depends on quantity,Maintain balanced diet
onion rings burger king,379,3.5,39.7,23.0,4.9,Contains nutrition,Depends on quantity,Maintain balanced diet
turkey patty fried,79,3.9,4.4,5.0,0.053,Contains nutrition,Depends on quantity,Maintain balanced diet
hotcakes with syrup mcdonalds,601,9.0,101.8,17.8,45.5,Contains nutrition,Depends on quantity,Maintain balanced diet
crispy chicken thigh kentucky fried chicken,163,20.4,0.0,9.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
corn dog,195,6.7,21.0,9.4,5.9,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken box mcdonalds,70,0.2,5.5,4.0,0.5,Contains nutrition,Depends on quantity,Maintain balanced diet
potato wedges kentucky fried chicken,379,5.4,45.0,19.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
scrambled eggs mcdonalds,98,7.7,0.9,7.5,0.1,Contains nutrition,Depends on quantity,Maintain balanced diet
egg mcmuffin mcdonalds,287,17.2,27.3,12.2,2.7,Contains nutrition,Depends on quantity,Maintain balanced diet
nachos taco bell,362,5.1,36.0,21.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
biscuit large mcdonalds,310,5.5,39.4,14.4,2.7,Contains nutrition,Depends on quantity,Maintain balanced diet
crispy chicken strips kentucky fried chicken,129,9.5,6.4,7.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hotcakes mcdonalds,113,3.0,19.0,2.9,4.4,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken crispy breast kentucky fried chicken,375,29.7,11.9,23.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hotcakes sausage mcdonalds,776,15.5,102.4,34.9,45.7,Contains nutrition,Depends on quantity,Maintain balanced diet
chicken mcnuggets mcdonalds,48,2.5,2.4,3.2,0.025,Contains nutrition,Depends on quantity,Maintain balanced diet
chips chipotle,151,0.2,2.1,7.1,2.1,Contains nutrition,Depends on quantity,Maintain balanced diet
biscuit mcdonalds,261,4.7,33.3,12.2,2.2,Contains nutrition,Depends on quantity,Maintain balanced diet
rice bowl with chicken,36,1.6,6.4,0.4,1.2,Contains nutrition,Depends on quantity,Maintain balanced diet
spaghetti with meatballs,200,8.7,22.9,8.2,5.8,Contains nutrition,Depends on quantity,Maintain balanced diet
meat ravioli canned,259,8.9,36.0,8.9,6.3,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese ravioli canned,186,6.0,33.0,3.5,9.0,Contains nutrition,Depends on quantity,Maintain balanced diet
premium crispy chicken ranch blt sandwich mcdonalds,586,35.3,59.8,22.9,13.3,Contains nutrition,Depends on quantity,Maintain balanced diet
steak sandwich,459,30.3,52.0,14.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cheeseburger burger king,380,19.4,31.5,19.7,6.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cheeseburger mcdonalds,313,15.4,33.1,14.0,7.4,Contains nutrition,Depends on quantity,Maintain balanced diet
double cheeseburger,643,37.0,41.0,36.9,9.5,Contains nutrition,Depends on quantity,Maintain balanced diet
double hamburger,942,52.1,51.4,58.6,13.2,Contains nutrition,Depends on quantity,Maintain balanced diet
premium grilled chicken classic sandwich mcdonalds,366,28.3,44.6,8.6,10.0,Contains nutrition,Depends on quantity,Maintain balanced diet
big n tasty with cheese mcdonalds,573,27.2,39.7,36.0,9.5,Contains nutrition,Depends on quantity,Maintain balanced diet
premium grilled chicken club sandwich mcdonalds,493,38.3,44.3,18.0,6.4,Contains nutrition,Depends on quantity,Maintain balanced diet
quarter pounder mcdonalds,417,24.1,37.9,19.8,8.8,Contains nutrition,Depends on quantity,Maintain balanced diet
premium crispy chicken classic sandwich mcdonalds,524,27.8,58.6,20.0,12.4,Contains nutrition,Depends on quantity,Maintain balanced diet
veggie burger,124,11.0,10.0,4.4,0.7,Contains nutrition,Depends on quantity,Maintain balanced diet
quarter pounder with cheese mcdonalds,513,29.0,39.7,28.3,9.8,Contains nutrition,Depends on quantity,Maintain balanced diet
beef sandwich steak raw,173,9.2,0.0,15.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cheeseburger,292,15.0,28.7,13.2,5.9,Contains nutrition,Depends on quantity,Maintain balanced diet
premium grilled chicken ranch blt sandwich mcdonalds,412,33.7,44.3,10.9,10.5,Contains nutrition,Depends on quantity,Maintain balanced diet
double whopper with cheese burger king,1061,57.7,53.9,68.1,14.4,Contains nutrition,Depends on quantity,Maintain balanced diet
big mac mcdonalds,563,25.9,44.0,32.8,8.7,Contains nutrition,Depends on quantity,Maintain balanced diet
sandwich with cold cuts,833,41.1,79.9,39.3,12.4,Contains nutrition,Depends on quantity,Maintain balanced diet
filet o fish mcdonalds,378,15.1,35.4,19.6,4.9,Contains nutrition,Depends on quantity,Maintain balanced diet
hand breaded chicken tenders carls jr,57,0.0,0.2,2.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
grilled chicken sandwich wendys,370,0.0,0.0,8.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sandwich with roast beef,410,28.6,44.3,13.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hamburger burger king,258,14.7,26.5,10.4,5.5,Contains nutrition,Depends on quantity,Maintain balanced diet
big n tasty mcdonalds,524,24.7,38.5,31.7,8.8,Contains nutrition,Depends on quantity,Maintain balanced diet
roast beef sandwich,364,22.6,33.1,15.3,5.7,Contains nutrition,Depends on quantity,Maintain balanced diet
roast beef sandwich with cheese,473,32.2,45.4,18.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
hamburger,255,12.9,28.7,9.9,5.8,Contains nutrition,Depends on quantity,Maintain balanced diet
premium fish sandwich burger king,572,22.6,58.7,27.4,7.8,Contains nutrition,Depends on quantity,Maintain balanced diet
whopper burger king,790,35.4,52.8,48.4,13.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sandwich with tuna salad,584,29.7,55.4,28.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
original chicken sandwich burger king,569,24.2,52.2,29.2,6.0,Contains nutrition,Depends on quantity,Maintain balanced diet
double whopper burger king,942,52.1,51.4,58.6,13.2,Contains nutrition,Depends on quantity,Maintain balanced diet
premium crispy chicken club sandwich mcdonalds,635,39.1,57.4,29.9,12.7,Contains nutrition,Depends on quantity,Maintain balanced diet
hamburger mcdonalds,251,12.3,28.8,9.6,5.7,Contains nutrition,Depends on quantity,Maintain balanced diet
pepperoni pizza dominos,308,12.7,36.0,12.6,4.2,Contains nutrition,Depends on quantity,Maintain balanced diet
sausage pizza,325,13.3,35.5,14.3,3.9,Contains nutrition,Depends on quantity,Maintain balanced diet
pepperoni pizza,313,13.0,35.5,13.2,3.6,Contains nutrition,Depends on quantity,Maintain balanced diet
pepperoni pizza pizza hut,269,12.3,30.3,10.9,3.5,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese pizza pizza hut,260,11.5,30.0,10.5,3.2,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese pizza,285,12.2,35.7,10.4,3.8,Contains nutrition,Depends on quantity,Maintain balanced diet
cheese pizza dominos,278,11.7,35.9,9.7,4.3,Contains nutrition,Depends on quantity,Maintain balanced diet
meat vegetable pizza,332,15.0,34.5,14.8,5.1,Contains nutrition,Depends on quantity,Maintain balanced diet
sucker raw,146,26.6,0.0,3.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
northern pike raw,348,76.3,0.0,2.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
haddock cooked,135,30.0,0.0,0.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
burbot cooked,104,22.3,0.0,0.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pollock cooked,356,75.3,0.0,3.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rainbow smelt raw,27,5.0,0.0,0.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
whitefish cooked,265,37.7,0.0,11.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
walleye pike raw,148,30.4,0.0,1.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
carp cooked,275,38.9,0.0,12.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
wolffish cooked,293,53.4,0.0,7.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
snapper cooked,218,44.7,0.0,2.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
roe cooked,58,8.1,0.5,2.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
anchovy raw,37,5.8,0.0,1.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
herring raw,291,33.0,0.0,16.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cod raw,189,41.1,0.0,1.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tilapia raw,111,23.3,0.0,2.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
whiting cooked,84,16.9,0.0,1.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
skipjack tuna cooked,407,86.9,0.0,4.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
salmon cooked,733,78.7,0.0,44.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chum salmon cooked,474,79.5,0.0,14.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
american shad cooked,363,31.3,0.0,25.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
shark cooked,65,5.3,1.8,3.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
trout cooked,118,16.5,0.0,5.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
swordfish raw,196,26.7,0.0,9.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rainbow trout cooked,119,16.9,0.0,5.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fish sandwich with cheese,374,15.1,35.4,19.6,4.9,Contains nutrition,Depends on quantity,Maintain balanced diet
jellyfish dried,21,3.2,0.0,0.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mullet raw,139,23.0,0.0,4.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
halibut cooked,353,71.7,0.0,5.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
lingcod raw,213,44.2,0.0,2.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
orange roughy cooked,30,6.4,0.0,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cisco raw,77,15.0,0.0,1.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
florida pompano cooked,186,20.8,0.0,10.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
snapper raw,218,44.7,0.0,2.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fish sandwich,565,22.6,58.7,27.4,7.8,Contains nutrition,Depends on quantity,Maintain balanced diet
haddock raw,143,31.5,0.0,0.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
ocean perch raw,51,9.8,0.0,1.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cuttlefish cooked,45,9.2,0.5,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
cod cooked,189,41.1,0.0,1.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
seatrout raw,248,39.8,0.0,8.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
flounder raw,114,20.2,0.0,3.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
spot cooked,79,11.9,0.0,3.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
walleye pike cooked,148,30.4,0.0,1.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
perch raw,55,11.6,0.0,0.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin seed sunfish raw,43,9.3,0.0,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
salt mackerel,415,25.2,0.0,34.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mackerel cooked,231,21.0,0.0,15.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tilapia cooked,111,22.8,0.0,2.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
drum raw,236,34.7,0.0,9.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
atlantic croaker fried,192,15.8,6.6,11.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pumpkin seed sunfish cooked,42,9.2,0.0,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
wolffish raw,294,53.6,0.0,7.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
bluefin tuna cooked,276,44.9,0.0,9.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
scup cooked,68,12.1,0.0,1.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
herring cooked,290,32.9,0.0,16.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
bluefish raw,186,30.1,0.0,6.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sheepshead cooked,234,48.4,0.0,3.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
bass cooked,91,15.0,0.0,2.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pout cooked,279,58.4,0.0,3.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chinook salmon raw,709,78.9,0.0,41.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rockfish raw,172,35.1,0.0,2.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tilefish raw,371,67.6,0.0,8.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
scup raw,174,31.3,0.0,4.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sablefish cooked,755,51.9,0.0,59.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
tuna salad,383,32.9,19.3,19.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
coho salmon cooked,255,34.7,0.0,11.8,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
roe raw,20,3.1,0.2,0.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sea bass raw,125,23.8,0.0,2.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pink salmon cooked,349,56.0,0.0,12.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sockeye salmon cooked,493,82.1,0.0,17.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
whitefish raw,265,37.8,0.0,11.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
greenland halibut cooked,760,58.6,0.0,56.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
northern pike cooked,350,76.5,0.0,2.7,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
salmon raw,824,80.9,0.0,53.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
turbot cooked,388,65.4,0.0,12.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
surimi,28,4.3,1.9,0.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chinook salmon cooked,711,79.2,0.0,41.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
mullet cooked,140,23.1,0.0,4.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
chum salmon raw,3,0.6,0.0,0.1,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
butterfish raw,47,5.5,0.0,2.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sea bass cooked,125,23.9,0.0,2.6,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
greenland halibut raw,759,58.6,0.0,56.5,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
halibut raw,371,75.7,0.0,5.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
sturgeon cooked,184,28.2,0.0,7.0,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
fish fillet fried,211,13.3,15.4,11.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rainbow trout raw,111,15.8,0.0,4.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
pout raw,278,58.6,0.0,3.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
rainbow smelt cooked,35,6.4,0.0,0.9,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
monkfish raw,22,4.1,0.0,0.4,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
trout raw,117,16.4,0.0,5.2,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
shark raw,37,5.9,0.0,1.3,0.0,Contains nutrition,Depends on quantity,Maintain balanced diet
